bedroom,bathrooms,area,furnishing,avalable_for,address,floor_number,facing,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage,no_room,pooja_room,study_room,others,servant_room,store_room,maintenance_amt,brok_amt,deposit_amt,mnt_amt,rent
2,2,727,Unfurnished,Family Only,"Pristine Equilife, Mahalunge, , Pune, Maharashtra",6,North,Not provided,Yes,No,1,None,None,0,0,0,1,0 to 1 Year Old,1,0,0,0,0,0,0,0,50000,0,17500
1,1,500,Unfurnished,Family Only,"Sainath Nagar, , Pune, Maharashtra",1,South,Not provided,No,No,0,None,None,0,0,1,0,0 to 1 Year Old,0,0,0,1,0,0,0,0,15000,0,7000
1,1,550,Unfurnished,Family Only,"Dhanshree, Navshydri, , Pune, Maharashtra",0,East,Mosaic,No,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,15000,0,0,13000
2,2,0,Furnished,Family Only,"Kukreja Heritage, Dhanori, , Pune, Maharashtra",2,East,Granite,Yes,No,1,None,None,0,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,0,75000,0,24000
3,3,1400,Unfurnished,All,"Pristine Prism, Aundh, , Pune, Maharashtra",6,South-West,Marble,Yes,No,1,None,None,11,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 1/ (/ month,28000,80000,1,28000
2,2,630,Semifurnished,All,"Gandhi Bafna Ayaan, Wagholi, , Pune, Maharashtra",8,East,Ceramic,Yes,No,1,None,Yes,0,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,18000
1,1,0,Semifurnished,All,"Kothrud, , Pune, Maharashtra",5,No Direction,Not provided,No,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,40000,0,14000
2,2,950,Furnished,"Family , Bachelors (Women Only)","Sonigara Vihar, Kalewadi, , Pune, Maharashtra",1,No Direction,Ceramic,Yes,Yes,1,None,None,11,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0,17000
1,1,520,Unfurnished,All,"S B Samruddhi, Ubale Nagar, , Pune, Maharashtra",1,North,Ceramic,Yes,No,1,None,Yes,11,2,0,0,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 1000/ (/ month,0,25000,1000,10500
2,2,940,Unfurnished,Family Only,"Parmar Park Phase 2, Wanowrie, , Pune, Maharashtra",5,East,Vitrified,No,Yes,1,Yes,Yes,22,1,0,2,5 to 10 Year Old,0,1,0,0,0,0,0,20000,60000,0,20000
2,2,0,Semifurnished,All,"Lunawat Sandhya, Bavdhan, , Pune, Maharashtra",2,East,Vitrified,Yes,No,1,None,Yes,0,0,0,1,1 to 5 Year Old,0,0,0,1,0,0,0,20000,50000,0,20000
1,1,440,Unfurnished,Family Only,"swasti, Vadgaon Sheri, , Pune, Maharashtra",0,No Direction,Not provided,Yes,No,0,None,None,11,1,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,25000,0,12000
1,1,0,Unfurnished,Family Only,"Nisarg Hardik Phase I, Baliraj Colony Rahatni, , Pune, Maharashtra",5,East,Vitrified,Yes,No,0,None,None,11,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0,11000
1,1,600,Unfurnished,Family Only,"Sufiya Buildings, Sector-29 Ravet, , Pune, Maharashtra",0,North,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 100/ (/ month,0,25000,100,10500
1,1,0,Semifurnished,All,"Aishwarya Kunj, Sinhgad Road, , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,Maintenance 1000/ (/ month,0,25000,1000,8000
3,3,1100,Semifurnished,Family Only,"Ganesham 2, Pimple Saudagar, , Pune, Maharashtra",4,South,Vitrified,Yes,No,1,Yes,None,11,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 3431/ (/ month,0,3,3431,25000
2,2,900,Unfurnished,All,"Pride Signum, Wakadkar Wasti, , Pune, Maharashtra",6,East,Spartex,No,No,1,None,None,12,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,60000,0,20000
2,2,900,Unfurnished,Family Only,"Kingston Atlantis, NIBM, , Pune, Maharashtra",8,East,Vitrified,Yes,Yes,0,Yes,Yes,11,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,18000,60000,0,18000
2,2,1000,Furnished,All,"Rahul Cooperative Housing Society, Koregaon Park, , Pune, Maharashtra",2,East,Vitrified,Yes,No,1,None,None,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0,28000
2,1,650,Furnished,Family Only,"Vijay Raj Corner, Somwar Peth, , Pune, Maharashtra",3,No Direction,Not provided,No,No,0,None,None,22,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,60000,0,21000
2,1,0,Unfurnished,All,"Nestaway-77382, Hinjewadi, , Pune, Maharashtra",2,East,Not provided,No,No,1,None,None,0,3,1,0,1 to 5 Year Old,0,0,0,1,0,0,0,0,36000,0,18000
2,2,54.3,Semifurnished,All,"TCG The Cliff Garden, Phase-3 Hinjewadi , , Pune, Maharashtra",1,No Direction,Vitrified,No,No,1,None,Yes,12,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 2000/ (/ month,0,40000,2000,17000
2,2,0,Furnished,All,"Magarpatta Grevillea, Magarpatta, , Pune, Maharashtra",6,No Direction,Marble,Yes,No,1,None,None,12,1,0,0,10+ Year Old,0,1,0,0,0,0,0,0,50000,0,20000
1,1,0,Unfurnished,All,"ambedkar housing society loop yerawada, Nagar Road, , Pune, Maharashtra",0,No Direction,Not provided,No,No,1,None,None,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,12000
1,1,450,Unfurnished,"Family , Bachelors (Men Only)","Sonam Abhinav, Chinchwad, , Pune, Maharashtra",0,East,Spartex,No,No,1,None,None,36,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,20000,0,9000
2,2,0,Unfurnished,Family Only,"Kunal Kiran Avenue, Pimple Nilakh, , Pune, Maharashtra",3,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,10,0,17500
2,2,0,Semifurnished,All,"Rohan Mithila, Mhada Colony, , Pune, Maharashtra",4,North-East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,1,1 to 5 Year Old,0,0,0,1,0,0,0,24000,60000,0,24000
1,1,495,Unfurnished,All,"Paranjape Blue Ridge, Hinjewadi, , Pune, Maharashtra",1,South-West,Vitrified,Yes,No,1,None,None,11,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 1/ (/ month,10000,40000,1,10000
3,3,1450,Furnished,All,"Gami Koregaon, Koregaon Park, , Pune, Maharashtra",7,East,Vitrified,Yes,No,1,None,Yes,0,0,0,2,10+ Year Old,1,0,0,0,0,0,0,35000,120000,0,35000
1,1,0,Unfurnished,All,"Tarangana Residency, Phursungi, , Pune, Maharashtra",6,North-East,Not provided,Yes,No,1,None,None,0,0,0,0,1 to 5 Year Old,0,1,1,1,1,0,Maintenance 1000/ (/ month,0,30000,1000,9000
1,1,0,Unfurnished,Family Only,"sanket vihar society, Hadapsar, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,3500
2,2,1000,Unfurnished,"Family , Bachelors (Women Only)","Vascon Citron Phase 1, Wagholi, , Pune, Maharashtra",7,No Direction,Not provided,Yes,No,1,None,None,0,0,1,2,0 to 1 Year Old,1,0,0,0,0,0,0,0,30000,0,14000
1,1,400,Semifurnished,All,"Grewal Housing Society, Vadgaon Sheri, , Pune, Maharashtra",0,No Direction,Not provided,No,No,1,None,None,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0,7000
3,3,1200,Unfurnished,All,"Kumar Palmgrove, Kondhwa, , Pune, Maharashtra",7,East,Vitrified,Yes,No,1,None,None,11,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,22000,50000,0,22000
1,1,500,Unfurnished,Family Only,"Vrindavan Housing Complex, Shastri Nagar, , Pune, Maharashtra",3,No Direction,Not provided,Yes,No,0,None,None,0,2,1,0,10+ Year Old,1,0,0,0,0,0,0,0,45000,0,15000
3,3,1400,Unfurnished,Family Only,"Orange County Phase 1, Pashan, , Pune, Maharashtra",2,East,Ceramic,Yes,No,1,None,None,11,2,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,0,70000,0,24000
1,1,450,Furnished,All,"Thite Nagar, , Pune, Maharashtra",1,West,Not provided,Yes,No,0,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,12000,0,7000
1,1,0,Unfurnished,All,"Patil Plaza, Mohan Nagar, , Pune, Maharashtra",0,East,Marble,No,No,2,Yes,Yes,12,1,1,0,10+ Year Old,1,0,0,0,0,0,Maintenance 300/ (/ month,0,20000,300,11000
1,1,0,Semifurnished,All,"shivunnati appartment, Hadapsar, , Pune, Maharashtra",6,No Direction,Not provided,No,No,0,None,None,11,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 1320/ (/ month,0,20000,1320,8200
2,2,866,Semifurnished,Family Only,"Castalia Apartment, Sai Nagar, , Pune, Maharashtra",2,No Direction,Not provided,Yes,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0,19000
1,1,520,Semifurnished,All,"Fortune Heights, Kaspate Vasti, , Pune, Maharashtra",2,East,Marble,Yes,No,1,None,None,0,0,0,0,0 to 1 Year Old,0,0,0,1,0,0,0,14000,30000,0,11000
1,1,500,Unfurnished,Family Only,"Dhaval Empire, Bhosari, , Pune, Maharashtra",4,No Direction,Not provided,No,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 1200/ (/ month,0,20000,1200,8500
1,1,0,Semifurnished,Family Only,"Gulmohar Symphony, Kharadi, , Pune, Maharashtra",2,No Direction,Vitrified,No,No,0,None,None,11,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 1200/ (/ month,0,50000,1200,14000
3,2,1800,Unfurnished,Family Only,"Thite Nagar, , Pune, Maharashtra",0,East,Ceramic,No,No,2,Yes,None,11,1,0,0,1 to 5 Year Old,0,0,1,0,0,0,0,0,2,0,35000
1,1,400,Semifurnished,Family Only,"Bibawe wadi, Gangadham, , Pune, Maharashtra",2,No Direction,Not provided,Yes,No,5,None,None,11,1,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,20000,0,8000
2,2,1110,Semifurnished,Family Only,"Fortune Aristolia, Hadapsar, , Pune, Maharashtra",2,East,Mosaic,Yes,Yes,1,Yes,Yes,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,65000,0,23000
1,1,0,Unfurnished,Family Only,"Avdhoot Residency, Bharati Vidyapeeth, , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 1000/ (/ month,0,35000,1000,10000
1,1,0,Unfurnished,"Family , Bachelors (Men Only)","Arihant Apartment Sai park Mauli Nagar Dighi, Arihant Apartment ,mauli Nagar, Dighi, Pune, , Pune, Maharashtra",2,No Direction,Not provided,No,No,0,None,None,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0,8500
1,1,0,Furnished,All,"Amanora Park Town, Hadapsar, , Pune, Maharashtra",9,East,Vitrified,Yes,No,1,None,None,11,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0,19000
2,2,777,Furnished,All,"Tulip Homes, Chakan, , Pune, Maharashtra",6,East,Not provided,No,No,0,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,15000,0,7000
1,1,300,Furnished,All,"Dodke Tower CHS, Giridhar Nagar, , Pune, Maharashtra",0,South-East,Vitrified,Yes,No,1,None,None,36,2,0,2,1 to 5 Year Old,0,1,1,1,1,0,Maintenance 500/ (/ month,0,15000,500,4500
3,2,1200,Unfurnished,All,"Vilas Javdekar Yashwin Hinjewadi, Hinjewadi Phase 2, , Pune, Maharashtra",1,No Direction,Not provided,Yes,Yes,1,None,None,0,1,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,20000
2,2,1050,Semifurnished,Family Only,"Eden Garden, Viman Nagar, , Pune, Maharashtra",3,East,Vitrified,Yes,No,1,None,None,0,0,0,1,10+ Year Old,0,1,0,0,0,0,0,0,70000,0,23000
2,2,650,Semifurnished,Family Only,"Aashray Apartment, Lohegaon, , Pune, Maharashtra",9,West,Not provided,Yes,No,0,None,None,0,0,1,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,2,0,15000
1,1,560,Unfurnished,Family Only,"Dorabjee Enclave, Salunke Vihar, , Pune, Maharashtra",4,West,Vitrified,No,Yes,1,Yes,Yes,22,1,0,2,5 to 10 Year Old,0,1,0,0,0,0,0,13000,40000,0,13000
2,2,850,Unfurnished,"Family , Bachelors (Men Only)","Akash Ganga Apartments, Pimple Nilakh, , Pune, Maharashtra",1,No Direction,Not provided,Yes,No,0,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,Maintenance 700/ (/ month,0,40000,700,16000
2,2,685,Semifurnished,All,"Vision Harmony Homes, Pimple Nilakh, , Pune, Maharashtra",4,East,Vitrified,Yes,Yes,1,Yes,None,11,2,1,2,5 to 10 Year Old,1,0,0,0,0,0,0,0,60000,0,18000
1,1,630,Semifurnished,All,"Florence Apartments, Bekrai Nagar, , Pune, Maharashtra",8,East,Ceramic,Yes,No,1,None,None,11,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,20000,0,9000
1,1,550,Semifurnished,All,"Dhaval Windscape, Hadapsar, , Pune, Maharashtra",5,West,Not provided,No,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,25000,0,9500
1,1,330,Unfurnished,Family Only,"Mutha A Balaji Nagar, Balaji Nagar, , Pune, Maharashtra",2,No Direction,Vitrified,No,No,1,None,None,11,1,1,0,10+ Year Old,1,0,0,0,0,0,0,0,15000,0,5500
4,5,2000,Furnished,All,"Kolte Patil 24K Glitterati, Pimple Nilakh, , Pune, Maharashtra",6,East,Vitrified,Yes,Yes,2,None,None,0,0,1,2,1 to 5 Year Old,0,1,1,1,1,0,Maintenance 4/ (/ unit,69000,200000,4,69000
1,1,580,Unfurnished,All,"Giriraj Heights, Dighi, , Pune, Maharashtra",2,North,Ceramic,Yes,No,0,Yes,None,11,1,1,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,20000,0,9500
1,1,468.55,Furnished,Family Only,"Prasiddhi Shruti Pushp, Kiwale, , Pune, Maharashtra",1,South,Ceramic,No,No,1,None,None,1,3,0,2,0 to 1 Year Old,1,0,0,0,0,0,0,0,30000,0,10000
2,2,0,Unfurnished,All,"Sujay Windchime Homes, Somatane, , Pune, Maharashtra",9,North-East,Vitrified,Yes,No,1,None,None,0,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,3,0,7500
2,2,850,Unfurnished,All,"Bella Casa Baner, Baner, , Pune, Maharashtra",5,No Direction,Not provided,No,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,17000,3,0,17000
1,1,0,Unfurnished,"Family , Bachelors (Women Only)","Munjaba Vasti, , Pune, Maharashtra",0,South-West,Not provided,No,No,1,None,None,11,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,30000,0,7000
2,2,790,Furnished,Family Only,"Subhash Vardhaman Township, Hadapsar, , Pune, Maharashtra",8,East,Ceramic,Yes,No,1,None,None,0,0,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,14000,40000,0,14000
1,2,0,Unfurnished,Family Only,"Aaple Ghar Society, Kharadi, , Pune, Maharashtra",4,East,Not provided,Yes,No,1,None,None,11,1,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,30000,0,12000
2,2,810,Unfurnished,Family Only,"Raheja Vista Phase 3, NIBM, , Pune, Maharashtra",3,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,2,5 to 10 Year Old,0,0,0,1,0,1,Maintenance 1500/ (/ month,2,3,1500,20000
1,1,550,Unfurnished,Family Only,"Avishkar Progresive Primero, Undri, , Pune, Maharashtra",6,East,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,2,1 to 5 Year Old,0,0,1,0,0,0,0,10000,30000,0,10000
1,1,0,Semifurnished,All,"Vrindavan park co op hsg soc BuildB3, Kothrud, , Pune, Maharashtra",2,No Direction,Not provided,No,No,0,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,40000,0,15000
2,1,0,Semifurnished,All,"Venus Garden, Kharadi, , Pune, Maharashtra",3,No Direction,Not provided,No,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,35000,0,12500
2,2,0,Semifurnished,Family Only,"Suncity Township, Sinhgad Road, , Pune, Maharashtra",4,South-West,Vitrified,Yes,Yes,1,None,None,0,1,1,1,10+ Year Old,1,0,0,0,0,0,Maintenance 1700/ (/ month,0,50000,1700,17000
3,3,0,Semifurnished,All,"Wakad, , Pune, Maharashtra",1,No Direction,Not provided,No,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,2,0,30000
4,6,0,Semifurnished,Family Only,"Amar Renaissance, Sopan Baug, , Pune, Maharashtra",8,No Direction,Marble,Yes,No,2,Yes,Yes,0,0,0,2,5 to 10 Year Old,0,1,1,1,1,0,0,150000,750000,0,24768.73599
2,2,780,Semifurnished,All,"Ratan Prestige, Tukaram Nagar, , Pune, Maharashtra",4,East,Vitrified,Yes,Yes,1,None,None,12,1,1,1,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 3200/ (/ month,0,2,3200,18900
1,1,424,Semifurnished,All,"KRISHNA CHAITANYA, Nandini Takle Nagar, , Pune, Maharashtra",4,No Direction,Concrete,Yes,No,1,None,None,0,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,15000,0,9000
1,1,0,Unfurnished,All,"Mantra 24 West, Gahunje, , Pune, Maharashtra",1,North,Vitrified,Yes,No,1,None,None,0,0,1,1,0 to 1 Year Old,1,0,0,0,0,0,0,0,0,0,9000
2,2,755,Furnished,All,"Hill Shire, Wagholi, , Pune, Maharashtra",1,North-East,Vitrified,Yes,No,1,None,None,11,3,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,18000
2,2,724,Unfurnished,Family Only,"Samarth Bhalchandra Vatika, Pandhare Wasti, , Pune, Maharashtra",6,North,Vitrified,No,No,1,Yes,Yes,11,1,0,1,0 to 1 Year Old,0,0,0,1,0,0,0,0,30000,0,14000
1,1,0,Unfurnished,Family Only,"Akshay Complex, Sinhgad Road, , Pune, Maharashtra",5,North-East,Not provided,Yes,No,0,None,None,0,0,1,0,10+ Year Old,1,0,0,0,0,0,0,0,30000,0,11000
1,1,0,Unfurnished,All,"Nivasa Udaan, Lohegaon, , Pune, Maharashtra",2,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,25000,0,11000
3,3,1024,Semifurnished,All,"Hill Shire, Wagholi, , Pune, Maharashtra",1,West,Marble,Yes,No,1,None,None,0,0,0,2,0 to 1 Year Old,1,0,0,0,0,0,0,0,40000,0,17000
2,2,0,Furnished,All,"Sunny Amber Apartments, Clover Park, , Pune, Maharashtra",2,No Direction,Marble,No,No,0,None,None,12,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,90000,0,27500
3,3,1200,Semifurnished,All,"Try Kanchan Vastu, Bhusari Colony, , Pune, Maharashtra",4,East,Vitrified,Yes,No,1,None,None,24,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,40000,100000,0,26000
2,2,750,Furnished,Family Only,"Punyadham Apartments, Vadgaon Sheri, , Pune, Maharashtra",6,West,Vitrified,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,0,0,0,1,0,0,0,0,50000,0,18500
3,3,1500,Furnished,Family Only,"Lunkad Greenland, Viman Nagar, , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,11,6,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,70000,0,35000
1,1,0,Unfurnished,All,"Chandan Nagar, , Pune, Maharashtra",0,No Direction,Not provided,Yes,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0,13000
2,2,0,Furnished,All,"Magarpatta Cosmos Apartment, Hadapsar, , Pune, Maharashtra",4,West,Vitrified,Yes,Yes,1,None,None,11,1,0,2,1 to 5 Year Old,0,0,0,1,0,0,0,21000,3,0,20000
1,1,49.79,Semifurnished,All,"Anshul Kanvas, Wagholi, , Pune, Maharashtra",1,East,Not provided,Yes,No,0,None,None,0,1,1,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,25000,0,8000
2,2,900,Semifurnished,"Family , Bachelors (Women Only)","Nahar F Residences, Balewadi, , Pune, Maharashtra",1,West,Vitrified,Yes,No,1,Yes,Yes,24,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,4,0,29000
2,2,0,Semifurnished,Family Only,"Wagholi, , Pune, Maharashtra",9,No Direction,Not provided,No,No,1,None,None,0,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,50000,0,15500
2,2,970,Semifurnished,All,"Nandan Inspera, Shankar Kalat Nagar, , Pune, Maharashtra",4,East,Marble,No,No,1,None,None,11,1,0,2,0 to 1 Year Old,0,0,0,0,0,1,0,18000,50000,0,18000
2,2,1159,Semifurnished,Family Only,"Mount n glory, Kharadi, , Pune, Maharashtra",1,North-East,Ceramic,Yes,No,1,None,None,0,0,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,23000,60000,0,23000
1,1,500,Unfurnished,Family Only,"Gangotri Nagar, , Pune, Maharashtra",1,West,Not provided,No,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,3,0,9000
3,3,1495,Furnished,All,"Megapolis Sangria Towers, Hinjewadi, , Pune, Maharashtra",4,North-East,Vitrified,Yes,No,1,None,None,12,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,60000,0,25000
2,2,725,Unfurnished,All,"Shree Vardhman Nagar, Kondhwa, , Pune, Maharashtra",5,East,Vitrified,Yes,Yes,1,Yes,Yes,11,2,0,2,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 1200/ (/ month,0,50000,1200,14000
3,3,1200,Semifurnished,Family Only,"Ahura The Latitude, NIBM, , Pune, Maharashtra",8,West,Marble,Yes,No,1,None,None,12,1,0,1,1 to 5 Year Old,0,0,0,1,0,0,0,35000,200000,0,35000
2,1,0,Unfurnished,All,"Vadgaon Sheri, , Pune, Maharashtra",0,No Direction,Not provided,No,No,1,None,None,11,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,40000,0,15000
2,2,1020,Unfurnished,Family Only,"Oxford Classic, Wanowrie, , Pune, Maharashtra",5,West,Vitrified,No,Yes,1,Yes,Yes,22,1,0,2,5 to 10 Year Old,0,1,0,0,0,0,0,23000,60000,0,23000
1,1,520,Semifurnished,All,"On Request, Pune-Satara Road, , Pune, Maharashtra",5,West,Not provided,No,No,1,None,None,11,1,0,0,10+ Year Old,1,0,0,0,0,0,Maintenance 600/ (/ month,0,15000,600,10600
2,2,1000,Unfurnished,All,"Amanora Future Towers, Hadapsar, , Pune, Maharashtra",9,East,Ceramic,Yes,No,1,None,None,22,2,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,21000
2,2,70,Unfurnished,All,"TCG The Cliff Garden, Phase-3 Hinjewadi , , Pune, Maharashtra",8,North-East,Vitrified,Yes,No,1,None,None,11,3,0,2,0 to 1 Year Old,1,0,0,0,0,0,0,0,60000,0,13000
2,2,1200,Unfurnished,All,"Jeenesha Apartment, Sinhgad College Road, , Pune, Maharashtra",2,South,Not provided,Yes,Yes,1,Yes,Yes,11,1,0,1,5 to 10 Year Old,0,0,0,0,0,1,0,18000,50000,0,18000
2,2,0,Unfurnished,All,"Infinite Galaxy, Kasarsai, , Pune, Maharashtra",4,No Direction,Not provided,Yes,Yes,0,Yes,Yes,12,1,1,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,8500,0,8500
2,2,0,Semifurnished,Family Only,"Bhandari Savannah, Wagholi, , Pune, Maharashtra",1,North-East,Vitrified,Yes,No,1,Yes,Yes,11,2,0,1,5 to 10 Year Old,0,0,0,1,0,0,0,0,28000,0,13500
1,1,0,Unfurnished,Family Only,"shivdatta paradise, Katraj, , Pune, Maharashtra",2,No Direction,Not provided,Yes,No,1,None,None,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 1000/ (/ month,0,10000,1000,5000
1,1,550,Furnished,All,"Lunkad Queensland, Mhada Colony, , Pune, Maharashtra",4,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,1,5 to 10 Year Old,0,0,0,1,0,0,Maintenance 1000/ ((one time fee,19000,50000,1000,19000
1,1,0,Unfurnished,All,"Jai Housing Society, Wadgaon Sheri, , Pune, Maharashtra",0,East,Concrete,No,No,1,None,None,0,0,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,10000,0,6000
2,2,690,Semifurnished,Family Only,"Sai Sankul, Rahatani, , Pune, Maharashtra",2,East,Granite,Yes,No,1,None,None,11,1,0,2,5 to 10 Year Old,0,1,0,0,0,0,0,0,40000,0,16500
1,1,350,Unfurnished,"Family , Bachelors (Men Only)","Independent, Bhagyoday Nagar, , Pune, Maharashtra",2,No Direction,Vitrified,No,No,0,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,22000,0,5800
1,1,550,Unfurnished,Family Only,"Balaji Niwas, Ghorpadi, , Pune, Maharashtra",4,No Direction,Not provided,No,No,2,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 600/ (/ month,0,20000,600,8000
1,1,560,Semifurnished,All,"Sahjeevan society , old sanghavi, Old sanghavi ,Near maruti mandir , post office, , Pune, Maharashtra",2,East,Mosaic,Yes,Yes,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0,11000
2,2,690,Semifurnished,Family Only,"Neeladri Enclave, Near Z Corner, Keshav Nagar, Mundhwa, , Pune, Maharashtra",4,South,Marble,Yes,No,1,Yes,None,11,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 700/ (/ month,0,40000,700,12500
1,1,450,Semifurnished,Family Only,"Gagan Arena, Undri, , Pune, Maharashtra",5,No Direction,Ceramic,Yes,No,1,None,None,12,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0,11500
2,3,1500,Semifurnished,All,"Shantai park, sathe wasti, Dhanori , Dhanori lohegaon road, , Pune, Maharashtra",0,North,Vitrified,Yes,No,1,Yes,Yes,11,1,0,0,1 to 5 Year Old,0,0,1,1,0,0,0,0,25000,0,15000
1,1,450,Unfurnished,All,"Kolte Patil Life Republic, Hinjewadi, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,11,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,30000,0,11000
3,3,2300,Furnished,Family Only,"Gentle Breeze, Sector No-9 Moshi, , Pune, Maharashtra",0,West,Marble,No,No,2,None,None,36,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 5/ (/ month,0,2,5,39000
